metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,feature_type,observation_window,required_raw_datapoints,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models,signal_shape_inferred,definition
wireless.ap_mount_install.defect_or_exception_rate.job_level,ap mount install defect or exception rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Wireless: Rate of defects, misses, or exceptions produced in this step family. Step family = ap mount install. Single assignment or visit value normalized at closeout."
wireless.ap_mount_install.defect_or_exception_rate.rolling_90d,ap mount install defect or exception rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Wireless: Rate of defects, misses, or exceptions produced in this step family. Step family = ap mount install. Rolling 90-day domain skill signal with recency weighting."
wireless.ap_mount_install.evidence_complete_rate.job_level,ap mount install evidence complete rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of submitting the required evidence or artifacts for this step family. Step family = ap mount install. Single assignment or visit value normalized at closeout.
wireless.ap_mount_install.evidence_complete_rate.rolling_90d,ap mount install evidence complete rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of submitting the required evidence or artifacts for this step family. Step family = ap mount install. Rolling 90-day domain skill signal with recency weighting.
wireless.ap_mount_install.rework_rate.job_level,ap mount install rework rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of rework or revisit generated by this step family. Step family = ap mount install. Single assignment or visit value normalized at closeout.
wireless.ap_mount_install.rework_rate.rolling_90d,ap mount install rework rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of rework or revisit generated by this step family. Step family = ap mount install. Rolling 90-day domain skill signal with recency weighting.
wireless.controller_cloud_config.execution_count.job_level,controller cloud config execution count,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,job_level_signal,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Number of times this step family was executed. Step family = controller cloud config. Single assignment or visit value normalized at closeout.
wireless.controller_cloud_config.execution_count.rolling_90d,controller cloud config execution count,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,windowed_aggregate,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Number of times this step family was executed. Step family = controller cloud config. Rolling 90-day domain skill signal with recency weighting.
wireless.controller_cloud_config.avg_duration_min.job_level,controller cloud config avg duration min,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,duration_latency,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Average duration spent in this step family. Step family = controller cloud config. Single assignment or visit value normalized at closeout.
wireless.controller_cloud_config.avg_duration_min.rolling_90d,controller cloud config avg duration min,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,duration_latency,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Average duration spent in this step family. Step family = controller cloud config. Rolling 90-day domain skill signal with recency weighting.
wireless.controller_cloud_config.on_plan_rate.job_level,controller cloud config on plan rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of finishing this step family within plan. Step family = controller cloud config. Single assignment or visit value normalized at closeout.
wireless.controller_cloud_config.on_plan_rate.rolling_90d,controller cloud config on plan rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of finishing this step family within plan. Step family = controller cloud config. Rolling 90-day domain skill signal with recency weighting.
