metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models
itad.site_pickup_collection.rework_rate.job_level,site pickup collection rework rate,domain_operational_metric,domain_state,D_ITAD_EXECUTION,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.site_pickup_collection.rework_rate.rolling_90d,site pickup collection rework rate,domain_operational_metric,domain_state,D_ITAD_EXECUTION,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.execution_count.job_level,manifest inventory execution count,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.execution_count.rolling_90d,manifest inventory execution count,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.avg_duration_min.job_level,manifest inventory avg duration min,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.avg_duration_min.rolling_90d,manifest inventory avg duration min,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.on_plan_rate.job_level,manifest inventory on plan rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.on_plan_rate.rolling_90d,manifest inventory on plan rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.first_pass_rate.job_level,manifest inventory first pass rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.first_pass_rate.rolling_90d,manifest inventory first pass rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.defect_or_exception_rate.job_level,manifest inventory defect or exception rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.defect_or_exception_rate.rolling_90d,manifest inventory defect or exception rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.evidence_complete_rate.job_level,manifest inventory evidence complete rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.evidence_complete_rate.rolling_90d,manifest inventory evidence complete rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.rework_rate.job_level,manifest inventory rework rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.manifest_inventory.rework_rate.rolling_90d,manifest inventory rework rate,domain_operational_metric,domain_state,D_ITAD_DOCUMENTATION_CLOSEOUT,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.execution_count.job_level,chain of custody execution count,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.execution_count.rolling_90d,chain of custody execution count,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.avg_duration_min.job_level,chain of custody avg duration min,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.avg_duration_min.rolling_90d,chain of custody avg duration min,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.on_plan_rate.job_level,chain of custody on plan rate,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.on_plan_rate.rolling_90d,chain of custody on plan rate,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.first_pass_rate.job_level,chain of custody first pass rate,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.first_pass_rate.rolling_90d,chain of custody first pass rate,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.defect_or_exception_rate.job_level,chain of custody defect or exception rate,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
itad.chain_of_custody.defect_or_exception_rate.rolling_90d,chain of custody defect or exception rate,domain_operational_metric,domain_state,D_ITAD_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
